@relation 'sat-problems-weka.filters.unsupervised.attribute.Remove-R2,11,18,20,22,65,78-79,118-120,123-124-weka.filters.unsupervised.attribute.Remove-R74-75-weka.filters.unsupervised.attribute.Remove-R85'

@attribute domain {petri-net-alignment,termes,spider,grounded-strips-spider,snake,settlers,grounded-strips-settlers,organic-synthesis,nurikabe,organic-synthesis-split,grounded-strips-nurikabe,flashfill,grounded-strips-flashfill,data-network,caldera,grounded-strips-caldera,caldera-split,grounded-strips-caldera-split,agricola,'?'}
@attribute requirements numeric
@attribute types numeric
@attribute objects numeric
@attribute predicates numeric
@attribute functions numeric
@attribute init numeric
@attribute goal numeric
@attribute actions numeric
@attribute use_min_cost_metric numeric
@attribute generated_rules numeric
@attribute relevant_atoms numeric
@attribute auxiliary_atoms numeric
@attribute final_queue_length numeric
@attribute total_queue_pushes numeric
@attribute effect_conditions_simplified numeric
@attribute translator_variables numeric
@attribute translator_facts numeric
@attribute translator_mutex_groups numeric
@attribute translator_total_mutex_groups_size numeric
@attribute translator_operators numeric
@attribute translator_task_size numeric
@attribute numberVariablesCG numeric
@attribute highLevelVariablesCG numeric
@attribute totalEdgesCG numeric
@attribute totalWeightCG numeric
@attribute veRatio numeric
@attribute weRatio numeric
@attribute wvRatio numeric
@attribute hvRatio numeric
@attribute inputEdgeCGMax numeric
@attribute inputEdgeCGAvg numeric
@attribute inputEdgeCGStd numeric
@attribute outputEdgeCGMax numeric
@attribute outputEdgeCGAvg numeric
@attribute outputEdgeCGStd numeric
@attribute inputWeightCGMax numeric
@attribute inputWeightCGAvg numeric
@attribute inputWeightCGStd numeric
@attribute outputWeightCGMax numeric
@attribute outputWeightCGAvg numeric
@attribute outputWeightCGStd numeric
@attribute inputEdgeHVMax numeric
@attribute inputEdgeHVAvg numeric
@attribute inputEdgeHVStd numeric
@attribute outputEdgeHVMax numeric
@attribute outputEdgeHVAvg numeric
@attribute outputEdgeHVStd numeric
@attribute inputWeightHVMax numeric
@attribute inputWeightHVAvg numeric
@attribute inputWeightHVStd numeric
@attribute outputWeightHVMax numeric
@attribute outputWeightHVAvg numeric
@attribute outputWeightHVStd numeric
@attribute numberVariablesDTG numeric
@attribute totalEdgesDTG numeric
@attribute totalWeigthDTG numeric
@attribute edVaRatioDTG numeric
@attribute weEdRatioDTG numeric
@attribute inputEdgeDTGMax numeric
@attribute inputEdgeDTGAvg numeric
@attribute inputEdgeDTGStd numeric
@attribute outputEdgeDTGMax numeric
@attribute outputEdgeDTGAvg numeric
@attribute outputEdgeDTGStd numeric
@attribute inputWeightDTGMax numeric
@attribute inputWeightDTGAvg numeric
@attribute inputWeightDTGStd numeric
@attribute outputWeightDTGMax numeric
@attribute outputWeightDTGAvg numeric
@attribute outputWeightDTGStd numeric
@attribute num_relevant_facts numeric
@attribute num_actions numeric
@attribute h_ff_ratio numeric
@attribute rp_fact_balance_min numeric
@attribute rp_fact_balance_avg numeric
@attribute rp_fact_balance_var numeric
@attribute rp_goal_balance_min numeric
@attribute rp_goal_balance_avg numeric
@attribute rp_goal_balance_var numeric
@attribute balance_Ratio numeric
@attribute Unbalance_Ratio numeric
@attribute Balance_Distorsion numeric
@attribute Additive numeric
@attribute Causal_graph numeric
@attribute Context-enhanced_additive numeric
@attribute FF numeric
@attribute Goal_count numeric
@attribute Landmark_count numeric
@attribute Landmark-cut numeric
@attribute Max numeric
@attribute n_landmarks numeric
@attribute numberEdges numeric
@attribute edVaratioLand numeric
@attribute numberFatherNodes numeric
@attribute numberChildrenNodes numeric
@attribute nodosbetween numeric
@attribute avginput numeric
@attribute maxinput numeric
@attribute stdinput numeric
@attribute avgoutput numeric
@attribute maxoutput numeric
@attribute stdoutput numeric
@attribute blackVariables numeric
@attribute blackRootVariables numeric
@attribute redBlackVariables numeric
@attribute Maximaleffectsblack numeric
@attribute Hred-black numeric

@data
nurikabe,2,4,62,13,0,231,8,4,0,39,4105,1478,5583,49267,3420,250,565,10,85,3311,56697,250,8,3883,131417,0.064383,33.8442,525.668,0.032,248,15.532,31.0763,106,15.532,16.7349,26262,525.668,2246.9,12800,525.668,944.176,0,0,0,2,0.064,0.352,0,0,0,2,0.064,0.352,563,26289,157706,0.166696,0.021416,3258,-9000,0.031496,3265,-9000,0.031496,20316,-9000,0.220474,20330,-9000,0.031496,1049,3311,3.571429,-8,0,0.622122,0,0,0,2.523356,2.06071,112,?,?,?,?,?,?,?,?,77,202,2.62338,33,8,36,2.62338,32,3.87298,2.62338,13,3,?,?,?,?,?
termes,2,3,17,7,0,52,13,7,0,52,880,2774,3654,4445,125,13,69,12,67,608,3641,13,12,73,2110,0.178082,28.9041,162.308,0.923077,12,5.61538,2.61765,12,5.61538,2.61765,462,162.308,97.1053,740,162.308,235.642,11,4.69231,2.29999,686,105.385,169.24,230,126.769,57.3064,686,105.385,169.24,69,832,2930,0.283959,0.082933,52,8.44872,1.6641,52,8.44872,1.6641,156,25.2692,4.9923,156,25.2692,1.6641,69,608,2.8,-9,0,1.597099,-1,0.583333,2.59674,4.340461,4.467105,73,44,5,29,16,1,10,8,5,23,35,1.52174,5,11,7,1.52174,7,1.73205,1.52174,12,2.82843,1,0,13,0,16
organic-synthesis-split,3,34,44,194,1,84,33,184,1,985,30195,50940,81135,128547,47456,1776,3552,0,0,27326,201599,1601,5,63021,210371,0.025404,3.33811,131.4,0.003123,558,37.055,50.2589,566,37.055,55.5356,3332,131.4,240.195,5301,126.024,304.862,51,0.046846,1.3425,5301,3.38601,132.449,3332,2.11118,83.2515,5301,3.38601,132.449,3202,73427,246335,0.298078,0.043608,1407,22.9316,0,1407,22.9316,0,5585,73.738,0.037465,5585,73.738,0,1776,27326,2.4,-3,0.014077,0.19079,-3,0.2,1.6,3.209764,0.113335,70,208,24,208,28,4,4,12,10,9,8,0.888889,5,4,0,0.888889,4,1,0.888889,2,0,?,?,?,?,28
grounded-strips-caldera-split,2,1,0,764,1,34,7,4114,1,18777,4788,0,4788,17802,9360,751,1502,0,0,4030,52401,636,7,14204,127737,0.044776,8.99303,200.844,0.011006,632,19.3129,40.1155,340,19.3129,26.9516,19450,200.844,891.893,7348,181.956,615.48,632,1.26415,25.4417,7348,14.2579,298.634,19450,36.5047,783.512,7348,14.2579,298.634,1272,15636,94809,0.164921,0.081351,790,12.2925,0.692829,790,12.2925,0.692829,3943,61.4827,22.1705,3943,61.4827,0.692829,489,3112,2.176471,-15,0.165644,1.71221,0,2.5,5.59017,0.679814,0.953016,1164,1138969,107,1138969,61,5,40,24,17,83,560,6.74699,29,5,49,6.74699,44,9.32738,6.74699,37,9.48683,?,?,?,?,55
grounded-strips-spider,2,1,0,325,1,48,17,2884,1,15762,3209,0,3209,15809,7141,306,615,44,91,2851,46092,304,17,14115,165733,0.021537,11.7416,545.174,0.055921,303,46.3586,50.6928,268,46.3586,35.7444,19028,545.174,2016.13,15165,544.997,1423.31,173,4.47697,23.8788,2316,29.602,232.826,2542,59.1908,330.629,2316,29.602,232.826,609,19173,184852,0.103721,0.031763,1075,31.5334,5.05913,1075,31.0351,5.08771,9030,274.466,44.0173,9030,270.978,5.08771,324,2884,3.818182,-12,0.095679,1.758607,1,1.411765,0.492153,26.173716,19.741678,780,599,104,596,42,17,45,23,11,130,790,6.07692,66,19,45,6.07692,58,11.4455,6.07692,35,8.30662,?,?,?,?,42
grounded-strips-settlers,2,1,0,1422,1,554,7,10128,1,30519,11550,0,11550,31073,15164,1324,2721,83,250,10128,75242,1261,7,29738,239356,0.042404,8.04883,189.814,0.005551,209,23.1459,43.4669,313,23.1459,42.0364,5058,189.814,748.151,5547,189.083,825.835,200,0.195876,5.66516,5472,4.35686,154.034,356,0.331483,10.0558,5472,4.35686,154.034,2591,35076,273402,0.128295,0.073868,256,13.6165,0.393936,255,13.5765,0.379867,803,40.9663,2.15258,801,40.8862,0.379867,?,?,?,?,?,?,?,?,?,?,?,?,81,15,264,42,6,15,36,9,42,72,1.71429,26,6,10,1.71429,12,2,1.71429,11,2.64575,?,?,?,?,44
caldera,4,19,129,31,0,106,5,8,0,285,48070,7405,55475,437528,0,385,770,0,0,19105,489003,289,5,30187,2076813,0.009574,68.7983,7186.2,0.017301,287,94.0554,74.3443,180,94.0554,48.0581,76499,7186.2,9659.86,23130,6489.07,8348.41,210,3.63322,27.382,3882,67.1626,506.176,2888,49.9654,376.568,3882,67.1626,506.176,578,51864,835515,0.062074,0.011145,1080,89.7301,0.17586,1080,89.7301,0.17586,14394,971.19,0.35172,14394,971.19,0.17586,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,77,347,4.50649,37,5,35,4.50649,38,6.7082,4.50649,33,7.87401,?,?,?,?,?
grounded-strips-spider,2,1,0,639,1,77,26,9475,1,51298,10114,0,10114,51374,23377,614,1231,66,135,9423,149758,612,26,37498,543926,0.016321,14.5055,888.768,0.042484,611,61.232,77.7035,558,61.232,60.9555,62806,888.768,4587.4,50250,888.65,3335.59,359,5.05719,34.4709,5652,44.098,459.657,4672,81.4346,500.974,5652,44.098,459.657,1225,63114,606968,0.103982,0.019409,3841,51.5632,9.22147,3841,51.064,9.24165,36782,468.571,80.6122,36782,465.077,9.24165,638,9475,6.615385,-28,0.092476,2.448064,-1,1.423077,0.742816,41.890026,50.024693,2609,1516,194,1482,84,26,79,34,13,230,1454,6.32174,116,28,86,6.32174,106,15.4272,6.32174,36,8.544,?,?,?,?,84
grounded-strips-nurikabe,2,1,0,1956,1,322,8,13382,1,36777,13324,0,13324,33398,12723,1305,2632,1978,4696,9071,71414,1214,8,25969,90530,0.046748,3.48608,74.5717,0.00659,1067,19.1697,62.3517,1089,19.1697,62.4074,5939,74.5717,329.129,9506,69.383,465.512,1067,0.886326,30.6111,9506,7.85255,272.715,5939,4.90445,170.382,9506,7.85255,272.715,2449,25946,110075,0.235712,0.094388,1828,10.3307,0.014339,1696,10.2203,0.014339,5626,45.878,0.071692,5626,45.6573,0.014339,694,1499,2.714286,-5,0,0.592946,0,0,0,2.968668,1.886039,140,?,?,?,?,?,?,?,?,63,162,2.57143,28,7,28,2.57143,28,3.74166,2.57143,13,3,?,?,?,?,?
data-network,5,5,54,10,4,462,3,5,1,61,4651,8846,13497,20957,514,143,343,7,71,4118,25580,143,3,979,17294,0.146067,17.665,120.937,0.020979,20,6.84615,4.88942,79,6.84615,11.468,1424,120.937,160.732,2980,120.937,309.229,2,0.041958,0.286628,1,0.020979,0.143314,28,0.34965,2.6583,1,0.020979,0.143314,343,7794,24236,0.321588,0.044008,1095,16.2587,0.04152,1095,16.2587,0.04152,3384,36.0191,0.083039,3384,36.0191,0.04152,277,4122,4.2,-5,0.01083,0.703184,1,1,0,11.23969,7.876031,67,24,6,24,18,3,6,10,5,18,27,1.5,11,3,4,1.5,4,0,1.5,7,2,4,0,143,1,18
data-network,5,5,35,10,4,144,1,5,1,61,960,2716,3676,4884,121,31,91,3,35,700,4438,31,1,133,2999,0.233083,22.5489,96.7419,0.032258,9,4.29032,2.20254,19,4.29032,4.45185,407,96.7419,93.3184,874,96.7419,171.113,2,0.064516,0.353369,1,0.032258,0.176685,10,0.322581,1.76685,1,0.032258,0.176685,91,1133,3404,0.332844,0.080318,206,10.6807,0.086906,195,10.6807,0.086906,631,26.1239,0.173812,589,26.1239,0.086906,78,702,1.166667,-4,0.012821,0.706991,1,1,0,3.175214,1.962963,22,8,2,8,7,1,2,6,6,11,20,1.81818,7,1,3,1.81818,3,0,1.81818,10,3,2,0,31,1,7
grounded-strips-settlers,2,1,0,1134,1,416,5,7846,1,23673,8980,0,8980,24089,11826,1051,2160,80,220,7846,58487,988,5,22661,150920,0.043599,6.6599,152.753,0.005061,200,22.3785,38.3494,301,22.3785,38.7707,3917,152.753,570.826,4406,151.838,649.458,200,0.232794,6.3829,4331,4.39777,137.717,356,0.40081,11.3431,4331,4.39777,137.717,2030,27183,177091,0.153497,0.074679,258,13.498,0.492622,257,13.4529,0.476731,811,41.4814,2.70147,809,41.3913,0.476731,?,?,?,?,?,?,?,?,?,?,?,?,48,10,148,30,4,11,19,9,31,47,1.51613,20,4,7,1.51613,7,1.41421,1.51613,11,2.64575,?,?,?,?,28
snake,2,1,26,9,0,108,22,3,0,32,8023,818,8841,40505,13677,130,322,3,68,7678,90004,130,22,14615,184759,0.008895,12.6417,1421.22,0.169231,129,112.423,8.72297,129,112.423,36.234,37714,1421.22,4245.3,28714,1421.22,3267.63,125,21.0231,46.58,472,63.7769,147.593,2248,306.877,697.182,472,63.7769,147.593,322,45392,230151,0.197227,0.007094,4123,120.644,2.39336,4123,120.644,2.39336,23380,596.036,11.6187,23380,596.036,2.39336,242,7678,1.666667,-5,0.020661,1.061919,-5,0,1.167748,6.334983,5.873535,137,22,22,22,11,5,8,6,6,40,52,1.3,18,21,1,1.3,6,1.73205,1.3,10,3,?,?,?,?,12
nurikabe,2,4,80,13,0,305,8,4,0,39,7566,2002,9568,112892,11760,431,951,10,109,6252,133649,431,8,6439,319478,0.066936,49.6161,741.248,0.018562,426,14.9397,39.0853,134,14.9397,16.7752,60774,741.248,4066.44,24416,741.248,1441.04,0,0,0,2,0.037123,0.26994,0,0,0,2,0.037123,0.26994,943,60810,380288,0.159905,0.015507,6181,-9000,0.024028,6188,-9000,0.024028,39917,-9000,0.168198,39931,-9000,0.024028,1407,6252,3,-4,0,0.515571,0,0,0,4.673847,1.637963,244,?,?,?,?,?,?,?,?,82,268,3.26829,30,8,44,3.26829,32,4.47214,3.26829,16,3.4641,?,?,?,?,?
organic-synthesis-split,3,34,23,1237,1,40,31,1252,1,6310,30513,44811,75324,114412,41584,1010,2020,0,0,25357,173780,948,31,38738,165110,0.024472,4.26222,174.167,0.0327,216,39.4399,42.024,287,39.4399,27.6105,2297,174.167,210.368,2100,161.33,288.587,170,1.52004,10.805,1354,2.79852,44.7468,2297,4.59177,76.6675,1354,2.79852,44.7468,1896,60342,204052,0.295719,0.031421,462,31.8259,0.940883,462,31.8259,0.940883,1598,108.849,2.6442,1598,108.849,0.940883,?,?,?,?,?,?,?,?,?,?,?,?,2166,32,2166,71,4,45,35,26,118,804,6.81356,48,29,41,6.81356,30,9.27362,6.81356,47,12.6886,?,?,?,?,68
data-network,5,5,37,10,4,172,1,5,1,61,1195,3130,4325,5899,159,36,101,3,35,905,5702,36,1,156,3863,0.230769,24.7628,107.306,0.027778,9,4.33333,2.17307,23,4.33333,5.00555,508,107.306,104.21,1084,107.306,205.261,2,0.055556,0.328671,1,0.027778,0.164336,32,0.888889,5.25874,1,0.027778,0.164336,101,1553,4740,0.327637,0.065035,326,12.616,0.081019,326,12.616,0.081019,995,29.3233,0.162037,995,29.3233,0.081019,86,908,1.2,-4,0.011628,0.655818,1,1,0,3.1663,1.615639,22,7,2,7,7,1,2,5,5,6,8,1.33333,4,1,1,1.33333,2,0,1.33333,5,1.73205,3,0,36,1,7
caldera,4,19,153,31,0,160,4,8,0,285,53065,8858,61923,505337,0,351,702,0,0,7946,201107,236,4,20869,843490,0.011309,40.4183,3574.11,0.016949,234,74.928,57.4677,135,74.928,37.8037,32354,3574.11,4149.63,10940,3207.16,3961.76,167,2.80508,21.3656,2205,37.3729,284.623,1667,28.2542,215.178,2205,37.3729,284.623,472,21642,344539,0.062814,0.021809,500,45.8517,0.162047,500,45.8517,0.162047,5722,405.411,0.324093,5722,405.411,0.162047,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,314,3.925,38,4,38,3.925,40,6.32456,3.925,29,7.14143,?,?,?,?,?
grounded-strips-settlers,2,1,0,1366,1,527,6,9718,1,29289,11084,0,11084,29816,14549,1268,2609,83,250,9718,72203,1205,6,28417,221916,0.042404,7.80927,184.163,0.004979,207,23.1253,42.6694,311,23.1253,41.5925,4853,184.163,717.296,5342,183.398,795.382,200,0.193361,5.78149,5267,4.38423,151.666,356,0.33112,10.2725,5267,4.38423,151.666,2479,33641,254527,0.132171,0.07369,254,13.4929,0.402971,252,13.4107,0.374187,796,41.3881,2.15877,792,41.2238,0.374187,?,?,?,?,?,?,?,?,?,?,?,?,58,11,161,32,5,11,26,8,32,50,1.5625,20,5,7,1.5625,9,1.41421,1.5625,9,2.44949,?,?,?,?,32
organic-synthesis-split,3,34,39,194,1,72,45,184,1,985,26001,42176,68177,109554,43312,1485,2970,0,0,23534,176410,1382,9,51276,187138,0.026952,3.64962,135.411,0.006512,503,35.8864,51.7079,473,35.8864,47.5874,2976,135.411,230.174,5810,133.402,304.905,51,0.174385,2.57492,5810,4.41317,156.257,2262,1.85311,60.9217,5810,4.41317,156.257,2764,66667,224545,0.296898,0.04146,1127,24.1198,0,1127,24.1198,0,3924,82.3603,0,3924,82.3603,0,1485,23534,4.636364,-9,0.028956,0.382931,-9,-0.111111,3.212629,6.861562,0.663891,162,282,32,282,48,6,7,17,11,16,20,1.25,8,6,2,1.25,6,1.41421,1.25,5,1.41421,?,?,?,?,47
organic-synthesis-split,3,34,44,1237,1,74,19,1252,1,6310,93577,186872,280449,418041,136827,2663,5326,0,0,86843,608894,2516,13,156772,618872,0.016049,3.94759,245.975,0.005167,472,60.6232,75.9679,1032,60.6232,65.5654,10240,245.975,425.658,10624,238.682,675.687,421,0.415739,9.38293,10624,4.4837,211.798,10240,4.47854,204.256,10624,4.4837,211.798,4952,232886,799642,0.291238,0.021264,1845,-9000,4.23478,1845,-9000,4.23478,7079,-9000,19.2409,7079,-9000,4.23478,?,?,?,?,?,?,?,?,?,?,?,?,85,11,85,33,2,3,10,10,16,5,0.3125,4,12,0,0.3125,2,0,0.3125,3,0,40,40,2516,0,30
termes,2,3,18,7,0,53,13,7,0,52,1066,3267,4333,5316,156,13,80,12,78,748,4475,13,12,73,2614,0.178082,35.8082,201.077,0.923077,12,5.61538,2.61765,12,5.61538,2.61765,574,201.077,120.913,908,201.077,290.868,11,4.69231,2.29999,854,131.231,210.699,286,156.923,71.294,854,131.231,210.699,80,1028,3630,0.283196,0.077821,64,9.69231,2.04812,64,9.69231,2.04812,192,29,6.14437,192,29,2.04812,80,748,4.571429,-25,0,3.98748,-1,1.833333,7.021791,9.520053,14.810161,325,190,14,102,30,2,17,16,7,30,71,2.36667,5,11,14,2.36667,14,2.64575,2.36667,14,3.31662,1,0,13,0,25
nurikabe,2,4,172,13,0,701,19,4,0,39,36834,6143,42977,935366,57267,1602,3408,21,246,32488,682593,1602,19,29177,1658790,0.054906,56.8527,1035.45,0.01186,1595,18.2129,73.7369,302,18.2129,30.6385,318172,1035.45,10868.7,128568,1035.45,3637.27,0,0,0,2,0.02372,0.216513,0,0,0,2,0.02372,0.216513,3396,318254,1977044,0.160975,0.010671,32325,-9000,0.012484,32343,-9000,0.012484,225262,-9000,0.087391,225298,-9000,0.012484,6307,32488,5.785714,-8,0,0.48212,0,0,0,6.693683,4.641233,1354,?,?,?,?,?,?,?,?,194,635,3.2732,73,19,102,3.2732,77,7.28011,3.2732,17,3.4641,?,?,?,?,?
spider,4,6,42,22,1,285,40,16,1,129,39817,36202,76019,245678,54856,630,1915,73,1407,37115,527535,628,40,63290,1644223,0.009923,25.9792,2618.19,0.063694,627,100.65,106.732,521,100.65,90.6204,203331,2618.19,14206.2,158544,2617.5,9336.15,501,15.3312,75.2635,13542,391.092,1909.6,12134,324.061,1697.24,13542,391.092,1909.6,1911,242437,2289668,0.105883,0.007882,9485,147.433,42.8363,9485,146.964,42.8311,54654,1228.74,278.134,54647,1225.45,42.8311,1335,38061,7.764706,-42,0.062921,2.364962,-4,1.425,1.069755,47.043194,77.462624,7530,4379,298,4058,136,40,151,45,17,354,2938,8.29944,181,32,141,8.29944,173,22.1811,8.29944,52,11.4018,?,?,?,?,137
grounded-strips-spider,2,1,0,628,1,77,26,9765,1,48875,10393,0,10393,48951,24436,605,1213,56,115,9721,152656,603,26,37834,533062,0.015938,14.0895,884.017,0.043118,602,62.7032,78.963,547,62.7032,60.2072,61405,884.017,4540.65,55328,883.897,3463.36,350,5.38972,35.0591,5580,43.9204,454.763,6463,87.2239,555.417,5580,43.9204,454.763,1207,61553,594543,0.10353,0.019609,4341,51.0384,5.12261,4341,50.5392,5.14294,38287,455.723,35.2891,38287,452.229,5.14294,627,9765,5.384615,-19,0.063796,1.774104,1,1.384615,0.683707,32.716335,35.519917,1837,1123,164,1093,71,26,71,21,13,205,1182,5.76585,105,30,70,5.76585,92,13.9284,5.76585,38,7.87401,?,?,?,?,71
termes,2,3,20,7,0,55,13,7,0,52,1438,4253,5691,7058,218,13,102,12,100,1028,6143,13,12,73,3622,0.178082,49.6164,278.615,0.923077,12,5.61538,2.61765,12,5.61538,2.61765,798,278.615,168.535,1244,278.615,401.358,11,4.69231,2.29999,1190,182.923,293.62,398,217.231,99.2791,1190,182.923,293.62,102,1420,5030,0.282306,0.071831,88,12.0833,2.81617,88,12.0833,2.81617,264,36.1731,8.44851,264,36.1731,2.81617,102,1028,2.8,-21,0,2.963834,-1,1.666667,5.849976,6.842412,11.516538,462,501,17,198,53,2,16,14,10,29,75,2.58621,6,11,12,2.58621,13,2.82843,2.58621,12,3.16228,1,0,13,0,45
grounded-strips-caldera-split,2,1,0,378,1,46,4,1303,1,6683,1437,0,1437,4460,2312,311,622,0,0,1095,12950,250,4,5522,31802,0.045274,5.75915,127.208,0.016,233,19.404,22.9997,88,19.404,14.6793,4485,127.208,329.936,1837,116.324,208.245,233,1.344,15.5392,1837,9.14,118.891,4485,21.212,287.032,1837,9.14,118.891,500,4276,28870,0.148112,0.116932,243,8.552,6.48823,243,8.552,6.48823,1021,34.076,25.197,1021,34.076,6.48823,288,697,1.705882,-6,0.204861,1.24849,0,2.333333,2.624669,0.323111,0.117196,263,455578,56,455578,47,2,17,20,17,56,430,7.67857,17,4,35,7.67857,25,7.07107,7.67857,36,10.583,?,?,?,?,40
grounded-strips-caldera-split,2,1,0,825,1,114,6,5876,1,26699,5380,0,5380,17999,11728,619,1238,0,0,4670,56802,513,6,13543,148882,0.037879,10.9933,290.218,0.011696,493,23.193,36.2015,235,23.193,24.1087,21168,290.218,1106.86,10029,270.135,815.897,493,1.30019,22.4535,10029,22.5828,447.2,21168,46.2943,939.749,10029,22.5828,447.2,1026,18712,126974,0.147369,0.054831,1268,18.2378,0.683008,1268,18.2378,0.683008,5126,72.8392,13.3958,5126,72.8392,0.683008,554,3891,2,-15,0.122744,1.475219,0,3,6,0.246234,0.373936,1273,911156,124,911156,62,4,23,22,17,56,280,5,19,4,33,5,26,5.83095,5,28,7.2111,?,?,?,?,48
grounded-strips-spider,2,1,0,626,1,77,26,9677,1,57177,10303,0,10303,57253,23802,595,1208,96,250,9629,160442,595,26,38093,620602,0.01562,16.2918,1043.03,0.043698,594,64.0218,80.2131,545,64.0218,62.4875,69243,1043.03,5230.2,58236,1043.03,4090.67,348,4.8521,35.3213,5564,41.4118,455.154,8957,85.6202,657.972,5564,41.4118,455.154,1203,69339,690121,0.100474,0.01735,4547,58.1915,4.13364,4547,57.6983,4.1541,42465,527.179,36.6707,42465,523.726,4.1541,625,9677,4.5,-19,0.096,1.880527,-4,1,1.074172,33.738762,27.066755,2453,3676,223,3529,73,26,92,37,16,221,2302,10.4163,113,14,94,10.4163,100,17.5214,10.4163,73,15.7162,?,?,?,?,73
data-network,5,5,43,10,4,309,2,5,1,61,2796,5904,8700,13018,286,89,235,7,71,2394,15021,89,2,562,10216,0.158363,18.1779,114.787,0.022472,17,6.31461,4.40019,48,6.31461,8.41293,842,114.787,128.587,1788,114.787,234.251,2,0.044944,0.296425,1,0.022472,0.148212,16,0.292135,1.97855,1,0.022472,0.148212,235,3948,11836,0.333559,0.059524,606,13.2058,0.052404,606,13.2058,0.052404,1828,30.338,0.104809,1828,30.338,0.052404,195,2396,2,-6,0.010256,0.648389,1,1,0,6.080551,3.195743,34,21,4,21,13,2,4,9,6,15,33,2.2,9,2,4,2.2,5,1,2.2,10,3.16228,2,0,89,1,13
grounded-strips-caldera-split,2,1,0,466,1,40,5,2248,1,14205,2454,0,2454,11364,4732,425,850,0,0,2008,27853,346,5,8434,80255,0.041024,9.51565,231.951,0.014451,332,21.185,30.1559,142,21.185,18.1298,12016,231.951,785.204,3422,201.694,380.336,332,1.3237,18.479,3422,12.3642,188.135,12016,40.0549,651.667,3422,12.3642,188.135,692,9996,66381,0.150585,0.069228,433,14.4451,0.562852,433,14.4451,0.562852,2003,58.1864,8.87162,2003,58.1864,0.562852,343,1332,1.764706,-12,0.379009,2.077738,0,3.5,6.062178,0.33293,0.657385,944,683367,93,683367,47,3,20,21,17,67,553,8.25373,21,6,40,8.25373,30,8.42615,8.25373,37,11.4891,?,?,?,?,57
organic-synthesis-split,3,34,53,1237,1,96,63,1252,1,6310,145654,305942,451596,663422,210068,3498,6996,0,0,137170,954535,3406,63,238584,970208,0.014276,4.06653,284.853,0.018497,740,68.5664,92.9543,1663,68.5664,98.7375,22324,284.853,606.387,14096,277.7,871.282,612,1.26894,14.0869,14096,5.1374,241.614,22324,8.57311,382.942,14096,5.1374,241.614,6812,373770,1280140,0.291976,0.018225,2471,54.8693,8.05953,2471,54.8693,8.05953,9622,202.933,33.7027,9622,202.933,8.05953,?,?,?,?,?,?,?,?,?,?,?,?,322,102,322,62,20,20,20,10,83,40,0.481928,21,62,0,0.481928,20,2,0.481928,2,0,?,?,?,?,66
termes,2,3,18,7,0,53,13,7,0,52,1066,3267,4333,5316,156,13,80,12,78,748,4475,13,12,73,2614,0.178082,35.8082,201.077,0.923077,12,5.61538,2.61765,12,5.61538,2.61765,574,201.077,120.913,908,201.077,290.868,11,4.69231,2.29999,854,131.231,210.699,286,156.923,71.294,854,131.231,210.699,80,1028,3630,0.283196,0.077821,64,9.69231,2.04812,64,9.69231,2.04812,192,29,6.14437,192,29,2.04812,80,748,3.166667,-13,0,2.097618,-1,0.916667,3.684615,5.525401,6.473262,132,93,7,51,26,1,11,11,6,24,42,1.75,4,11,9,1.75,9,2,1.75,13,3.16228,1,0,13,0,19
data-network,5,5,58,10,4,319,6,5,1,61,2726,6279,9005,13096,320,81,198,4,44,2281,14450,81,6,443,10105,0.182844,22.8104,124.753,0.074074,14,5.46914,3.87804,50,5.46914,8.37558,1083,124.753,178.021,2409,124.753,312.284,2,0.148148,0.523783,1,0.074074,0.261891,30,1.4321,5.6063,1,0.074074,0.261891,198,3781,11718,0.322666,0.052367,745,13.7463,0.05487,745,13.7463,0.05487,2384,31.3875,0.109739,2384,31.3875,0.05487,161,2284,4,-8,0.037267,1.044882,1,1,0,12.902803,8.414186,89,46,12,46,25,6,12,18,6,28,38,1.35714,16,6,6,1.35714,8,1,1.35714,5,1.41421,3,0,81,1,25
grounded-strips-caldera-split,2,1,0,1255,1,396,4,3070,1,14589,2548,0,2548,7001,3704,369,738,0,0,1798,19018,298,4,8306,60090,0.035878,7.23453,201.644,0.013423,258,25.198,26.7833,109,25.198,19.3891,6678,201.644,477.591,3027,187.782,295.254,258,1.27852,15.9872,3027,12.6678,179.541,6678,25.5268,389.367,3027,12.6678,179.541,596,6674,57550,0.115969,0.089302,412,11.198,0.375271,412,11.198,0.375271,1820,44.2466,4.50326,1820,44.2466,0.375271,792,1705,1.588235,-12,0.030303,1.02326,0,4,5.656854,0.049158,0.188439,1370,455578,132,455578,43,2,17,20,17,55,431,7.83636,18,2,35,7.83636,25,7.07107,7.83636,36,10.6301,?,?,?,?,43
