domain, requirements, types, objects, predicates, functions, init, goal, actions, use_min_cost_metric, generated_rules, relevant_atoms, auxiliary_atoms, final_queue_length, total_queue_pushes, effect_conditions_simplified, translator_variables, translator_facts, translator_mutex_groups, translator_total_mutex_groups_size, translator_operators, translator_task_size, numberVariablesCG, highLevelVariablesCG, totalEdgesCG, totalWeightCG, veRatio, weRatio, wvRatio, hvRatio, inputEdgeCGMax, inputEdgeCGAvg, inputEdgeCGStd, outputEdgeCGMax, outputEdgeCGAvg, outputEdgeCGStd, inputWeightCGMax, inputWeightCGAvg, inputWeightCGStd, outputWeightCGMax, outputWeightCGAvg, outputWeightCGStd, inputEdgeHVMax, inputEdgeHVAvg, inputEdgeHVStd, outputEdgeHVMax, outputEdgeHVAvg, outputEdgeHVStd, inputWeightHVMax, inputWeightHVAvg, inputWeightHVStd, outputWeightHVMax, outputWeightHVAvg, outputWeightHVStd, numberVariablesDTG, totalEdgesDTG, totalWeigthDTG, edVaRatioDTG, weEdRatioDTG, inputEdgeDTGMax, inputEdgeDTGAvg, inputEdgeDTGStd, outputEdgeDTGMax, outputEdgeDTGAvg, outputEdgeDTGStd, inputWeightDTGMax, inputWeightDTGAvg, inputWeightDTGStd, outputWeightDTGMax, outputWeightDTGAvg, outputWeightDTGStd, num_relevant_facts, num_actions, h_max, h_ff, h_ff_ratio, rp_fact_balance_min, rp_fact_balance_avg, rp_fact_balance_var, rp_goal_balance_min, rp_goal_balance_avg, rp_goal_balance_var, balance_Ratio, Unbalance_Ratio, Balance_Distorsion, Additive, Causal_graph, Context-enhanced_additive, FF, Goal_count, Landmark_count, Landmark-cut, Max, n_landmarks, numberEdges, edVaratioLand, numberFatherNodes, numberChildrenNodes, nodosbetween, avginput, maxinput, stdinput, avgoutput, maxoutput, stdoutput, blackVariables, blackRootVariables, redBlackVariables, allpairsvaluesconnected, allvaluesconnectedgoal, blackstronglpyarents, Maximaleffectsblack, Hred-black
organic-synthesis-split,3,34,54,194,1,102,75,184,1,985,45505,76958,122463,194043,71994,2328,4656,0,0,41854,304821,2187,9,82854,312789,0.026396,3.77518,143.022,0.004115,1046,36.674,63.7828,1001,36.674,75.384,6486,143.022,329.9,6504,137.98,438.154,47,0.090992,1.83858,4002,1.9241,85.5704,3090,1.53452,66.1131,4002,1.9241,85.5704,4374,102883,345059,0.298161,0.042514,2143,23.5215,0,2143,23.5215,0,8545,86.1015,0,8545,86.1015,0,2328,41854,10,23,2.3,-2,0.00988,0.150561,-2,0.666667,0.942809,3.581306,0.130071,60,360,42,360,30,8,9,11,10,18,24,1.33333,10,6,2,1.33333,8,1.73205,1.33333,5,1.41421,?,?,?,?,?,?,?,30
caldera-split,2,19,376,56,1,548,8,21,1,359,48715,58696,107411,3380574,3456,821,1821,29,1001,43395,547675,606,8,15031,1114146,0.040317,74.1232,1838.52,0.013201,605,18.3036,53.6986,524,18.3036,36.7897,182344,1838.52,14710.8,221462,1764.85,15684.5,605,1.34488,24.7505,221462,365.738,8988.84,182344,301.625,7401.08,221462,365.738,8988.84,1391,225874,1309458,0.172494,0.006158,31439,45.4795,127.016,28459,45.4795,126.442,200918,279.192,767.903,171162,279.192,126.442,3456,56841,17,50,2.941176,-25,0.01331,0.886725,0,3.125,8.267973,0.010866,0.086776,2787,?,?,?,?,?,?,?,?,71,415,5.84507,22,7,42,5.84507,38,8.06226,5.84507,27,7.87401,?,?,?,?,?,?,?,?
snake,2,1,65,9,0,282,52,3,0,32,59830,2210,62040,305555,107892,343,856,3,176,58912,688279,343,52,104180,1414604,0.003292,13.5785,4124.21,0.151603,342,303.732,22.1944,342,303.732,89.8405,292612,4124.21,20720.4,217504,4124.21,15567.3,338,51.105,120.895,1276,172.816,417.75,6304,835.971,2015.51,1276,172.816,417.75,856,351524,1766128,0.199037,0.002435,31317,346.425,4.63003,31317,346.425,4.63003,174648,1689.23,22.0465,174648,1689.23,4.63003,632,58912,9,19,2.111111,-14,0.007911,1.353009,-5,0,0.759555,6.8162,19.430862,898,26,26,26,14,5,8,9,9,67,23,0.343284,15,52,0,0.343284,5,0,0.343284,5,1,?,?,?,?,?,?,?,18
caldera,4,19,195,31,0,220,6,8,0,285,270808,19957,290765,2614073,0,550,1100,0,0,49330,1283645,392,6,52708,5660523,0.007437,107.394,14440.1,0.015306,390,119.597,94.9187,231,119.597,64.1197,230432,14440.1,21925.6,61824,12915.3,19333.8,271,4.11735,33.0291,12474,127.286,1083.8,6057,90.2806,724.655,12474,127.286,1083.8,784,130708,2149065,0.060821,0.005998,2058,166.719,0.352651,2058,166.719,0.352651,26726,1752.1,0.730492,26726,1752.1,0.352651,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96,399,4.15625,46,6,44,4.15625,48,8.18535,4.15625,26,6.55744,?,?,?,?,?,?,?,?
nurikabe,2,4,201,13,0,826,20,4,0,39,51848,7419,59267,1421052,85804,2115,4472,22,286,45788,987741,2115,20,37718,2405996,0.056074,63.7891,1137.59,0.009456,2106,17.8336,82.6157,351,17.8336,32.118,458964,1137.59,13667.9,181520,1137.59,4432.61,0,0,0,2,0.018913,0.193565,0,0,0,2,0.018913,0.193565,4456,459060,2865056,0.160227,0.009707,45597,-9000,0.010867,45616,-9000,0.010867,319174,-9000,0.076069,319212,-9000,0.010867,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,214,689,3.21963,77,20,117,3.21963,80,6.16441,3.21963,19,3.4641,?,?,?,?,?,?,?,?
settlers,3,19,192,50,1,899,8,28,1,446,6741,25239,31980,546149,77045,3698,7456,16,92,1614,321391,3351,8,86438,597353,0.038768,6.91077,178.261,0.002387,2725,24.732,146.31,181,24.732,18.2921,33999,178.261,1333.61,2292,174.215,302.097,262,0.348851,9.28364,6,0.008953,0.204202,488,0.652939,17.3098,6,0.008953,0.204202,6762,121555,558257,0.21774,0.055629,254,18.0481,0.01727,254,18.0481,0.01727,1052,50.1954,0.034539,1052,50.1954,0.01727,?,?,?,?,?,?,?,?,?,?,?,?,?,?,289,24,289,77,8,27,45,12,69,122,1.76812,46,8,15,1.76812,22,2.82843,1.76812,11,3,?,?,?,?,?,?,?,73
organic-synthesis-split,3,34,32,1237,1,46,13,1252,1,6310,24935,70910,95845,126693,34908,1372,2744,0,0,22062,154418,1102,13,37854,149663,0.029112,3.95369,135.81,0.011797,268,32.3013,33.7191,370,32.3013,28.9455,2600,135.81,219.855,4060,130.611,430.843,268,0.77314,10.2051,1918,1.94918,57.7893,2600,3.36025,79.3927,1918,1.94918,57.7893,2204,58715,198477,0.295828,0.037537,1031,26.6402,0.300964,1031,26.6402,0.300964,3514,97.5717,0.797555,3514,97.5717,0.300964,?,?,?,?,?,?,?,?,?,?,?,?,?,?,678,22,678,60,3,21,24,17,54,175,3.24074,24,12,18,3.24074,16,4.3589,3.24074,23,5.2915,?,?,?,?,?,?,?,59
nurikabe,2,4,266,13,0,1107,29,4,0,39,88968,11902,100870,3171637,142198,3557,7434,31,382,78583,1684529,3557,29,68015,4110509,0.052297,60.4353,1155.61,0.008153,3542,19.1215,104.547,467,19.1215,39.5205,785691,1155.61,17952.3,312144,1155.61,5756.03,0,0,0,2,0.016306,0.17985,0,0,0,2,0.016306,0.17985,7406,785818,4896327,0.160491,0.009425,78330,-9000,0.008381,78358,-9000,0.008381,548305,-9000,0.058668,548361,-9000,0.008381,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,294,984,3.34694,109,29,156,3.34694,116,8.94427,3.34694,20,3.60555,?,?,?,?,?,?,?,?
grounded-strips-caldera-split,2,1,0,1341,1,48,9,11117,1,56099,12014,0,12014,50962,26184,1316,2632,0,0,10685,143813,1148,9,28213,383206,0.040691,13.5826,333.803,0.00784,1140,21.358,55.2097,712,21.358,38.861,56941,333.803,1982.59,21959,300.703,1327.02,1140,1.20819,33.9797,20086,21.0941,604.36,56941,56.9416,1696.76,20086,21.0941,604.36,2296,44487,277953,0.160052,0.051611,2154,19.3759,0.840418,2154,19.3759,0.840418,10667,78.8532,35.9316,10667,78.8532,0.840418,728,8133,17,42,2.470588,-14,0.104396,1.611287,0,2.25,5.95294,0.336396,0.603216,1516,1594523,133,1594523,81,7,32,25,17,75,507,6.76,23,7,45,6.76,40,9.32738,6.76,31,8.83176,?,?,?,?,?,?,?,79
spider,4,6,51,22,1,429,49,16,1,129,72711,61874,134585,447603,100170,864,2666,90,1994,68782,946473,862,49,106043,2752364,0.008129,25.9552,3193,0.056845,861,122.915,135.316,728,122.915,123.404,349964,3193,20429,294784,3192.41,13683.1,705,17.7877,97.076,19951,510.582,2691.35,17356,401.007,2331.52,19951,510.582,2691.35,2662,438861,4129736,0.106269,0.006066,18869,183.343,65.3524,18869,182.87,65.3495,111054,1417.99,453.671,111054,1414.68,65.3495,1862,70180,19,189,9.947369,-54,0.055854,2.476115,-1,1.653061,1.041016,56.70042,97.131851,10643,6740,306,5891,177,49,184,50,19,434,3675,8.46774,220,41,173,8.46774,214,25.9037,8.46774,57,11.4018,?,?,?,?,?,?,?,177
data-network,5,5,166,10,4,747,16,5,1,61,10010,20385,30395,46426,1252,313,662,4,44,8885,55974,313,16,2059,39245,0.152016,19.0602,125.383,0.051118,40,6.57827,6.2525,197,6.57827,17.9223,4247,125.383,293.165,9383,125.383,622.706,2,0.102236,0.440478,1,0.051118,0.220239,32,0.907348,4.41256,1,0.051118,0.220239,662,17075,54972,0.310613,0.03877,3404,16.0747,0.028171,3404,16.0747,0.028171,11390,34.5096,0.056343,11390,34.5096,0.028171,?,?,?,?,?,?,?,?,?,?,?,?,?,?,134,32,134,78,16,32,41,6,68,118,1.73529,36,16,16,1.73529,28,3.60555,1.73529,6,1.73205,11,0,313,0,0,0,1,76
grounded-strips-settlers,2,1,0,3089,1,1219,7,34730,1,104365,37819,0,37819,105584,53300,3038,6105,146,307,34730,253871,2952,7,94608,1084760,0.031202,11.4658,367.466,0.002371,498,31.6843,68.7773,631,31.6843,69.1903,17345,367.466,2001.67,18566,366.823,2151.21,498,0.191396,9.18201,18424,6.24797,339.041,1122,0.40752,20.6582,18424,6.24797,339.041,5923,121896,1204238,0.101223,0.048591,634,20.4991,0.312783,630,20.428,0.275985,2014,64.6726,1.65591,2006,64.5303,0.275985,?,?,?,?,?,?,?,?,?,?,?,?,?,?,169,17,169,57,6,17,48,12,50,83,1.66,33,6,11,1.66,15,2.23607,1.66,10,2.64575,?,?,?,?,?,?,?,59
agricola,3,19,92,33,2,283,2,22,1,258,104155,1882,106037,389209,112889,135,311,8,57,103417,1153930,130,2,1968,2219341,0.066057,1127.71,17071.9,0.015385,89,14.6154,16.1804,69,14.6154,12.4804,377488,17071.9,51479,506928,13580.8,62633.9,89,0.823077,7.92121,192,1.6,16.822,377488,2904.02,32980.3,192,1.6,16.822,301,165262,992558,0.166501,0.001821,20064,370.909,1.62392,20448,369.431,1.62392,112383,1558.49,4.42611,115050,1554.06,1.62392,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5296,17,5573,49,2,54,40,40,106,1192,11.2453,52,2,52,11.2453,49,14.2127,11.2453,53,14.4568,?,?,?,?,?,?,?,50
caldera,4,19,267,31,0,346,8,8,0,285,1519145,54697,1573842,14469899,0,835,1670,0,0,191962,5087670,580,8,112944,23083939,0.005135,204.384,39799.9,0.013793,578,173.205,143.098,351,173.205,94.305,973034,39799.9,73717,213750,35507.2,61609,411,5.54483,46.8911,26874,324.341,2826.4,15251,202.538,1713.05,26874,324.341,2826.4,1160,435762,7211409,0.060427,0.002662,5832,375.657,0.37306,5832,375.657,0.37306,82568,4472.64,0.766846,82568,4472.64,0.37306,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,90,374,4.15556,44,8,38,4.15556,44,8.66025,4.15556,22,5.83095,?,?,?,?,?,?,?,?
organic-synthesis-split,3,34,70,1237,1,129,24,1252,1,6310,262295,496607,758902,1153487,401879,5091,10182,0,0,250464,1755975,4786,24,416293,1794904,0.011497,4.31164,375.032,0.005015,1580,84.8903,130.489,2694,84.8903,150.323,39757,375.032,966.583,25619,365.086,1407.99,868,0.510865,13.7338,25619,5.73339,370.327,39757,8.89281,574.721,25619,5.73339,370.327,9572,673128,2314276,0.290859,0.01422,4538,70.3226,5.7446,4538,70.3226,5.7446,17232,200.503,12.9994,17232,200.503,5.7446,?,?,?,?,?,?,?,?,?,?,?,?,?,?,135,12,135,45,3,3,13,10,27,6,0.222222,4,23,0,0.222222,3,0,0.222222,2,0,?,?,?,?,?,?,?,43
snake,2,1,65,9,0,292,62,3,0,32,63768,2332,66100,329063,111762,353,886,3,186,62820,739243,353,62,109336,1540426,0.003229,14.0889,4363.81,0.175637,352,309.734,27.832,352,309.734,91.6806,312004,4363.81,21342.5,237292,4363.81,16466.2,348,60.9603,132.068,1540,244.255,540.892,6504,1003.82,2214.63,1540,244.255,540.892,886,374824,1915250,0.195705,0.002364,34777,358.869,3.07828,34777,358.869,3.07828,200422,1790.99,15.2587,200422,1790.99,3.07828,662,62820,8,25,3.125,-20,0.009063,1.774247,-5,0,0.695608,8.889509,20.785641,967,33,33,33,21,5,11,8,8,82,38,0.463415,18,62,2,0.463415,5,1,0.463415,9,1.41421,?,?,?,?,?,?,?,22
spider,4,6,51,22,1,357,49,16,1,129,71586,61309,132895,438165,98982,864,2671,90,2004,67796,953689,862,49,106442,2955535,0.008098,27.7666,3428.69,0.056845,861,123.378,135.833,729,123.378,124.577,369499,3428.69,21744.9,285264,3428.11,14279.9,703,17.8573,97.0176,19970,497.784,2635.18,18670,426.763,2465.75,19970,497.784,2635.18,2667,454980,4305850,0.105666,0.005862,17249,195.303,60.5035,17249,194.831,60.4999,102606,1647.78,395.431,102599,1644.48,60.4999,1867,69194,19,167,8.789474,-54,0.059989,2.486523,-3,1.346939,0.82192,60.187607,95.503922,8470,9283,428,8633,177,49,196,54,19,454,3888,8.56388,230,41,183,8.56388,223,24.0624,8.56388,68,12.3693,?,?,?,?,?,?,?,176
spider,4,6,46,22,1,288,44,16,1,129,45253,40846,86099,279852,61755,707,2162,81,1601,42273,609233,704,44,72608,1962025,0.009696,27.0222,2786.97,0.0625,703,103,113,585,103,98.1064,240139,2786.97,15911.6,181872,2786.28,10743.8,560,15.642,79.9521,15374,396.312,2019.35,14033,342.153,1869.82,15374,396.312,2019.35,2156,286913,2731728,0.10503,0.007514,10505,155.505,44.1262,10505,155.036,44.1214,63578,1282.79,279.631,63571,1279.5,44.1214,1509,43339,24,145,6.041667,-43,0.074884,2.470842,1,1.204545,0.503603,44.583939,82.921974,15045,14245,416,13779,137,44,192,56,24,427,7350,17.2131,223,4,200,17.2131,204,25.8844,17.2131,177,30.8383,?,?,?,?,?,?,?,137
settlers,3,19,142,50,1,638,4,28,1,446,3418,10874,14292,148821,26452,1646,3320,16,60,738,111512,1472,4,33954,198836,0.043353,5.85604,135.079,0.002717,1041,21.788,87.4692,93,21.788,13.1681,11664,135.079,675.288,996,130.908,159.168,198,0.305707,7.42656,6,0.007473,0.174685,362,0.597147,13.9139,6,0.007473,0.174685,2972,44136,200504,0.220125,0.067337,166,14.92,0.026047,166,14.92,0.026047,680,45.4382,0.052093,680,45.4382,0.026047,?,?,?,?,?,?,?,?,?,?,?,?,?,?,289,24,289,77,8,27,45,12,29,67,2.31034,16,4,9,2.31034,11,2.64575,2.31034,11,3.4641,?,?,?,?,?,?,?,73
grounded-strips-caldera,2,1,0,7302,1,159,6,152179,1,400813,128161,0,128161,333813,39924,7000,14013,206,412,45049,764413,6852,6,201872,3107461,0.033942,15.3932,453.512,0.000876,6828,27.5787,172.203,6724,27.5787,139.21,161327,453.512,4145.32,109192,361.226,3161.37,6828,1.22869,82.9245,109192,24.3316,1386.37,161327,28.4402,1964.54,109192,24.3316,1386.37,13717,108352,791610,0.136875,0.126597,13002,7.8542,0.634143,13002,7.8542,0.634143,154309,60.2942,573.229,154309,60.2942,0.634143,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11917,107,11917,36,5,22,18,9,61,218,3.57377,27,5,29,3.57377,32,5.74456,3.57377,25,5.74456,?,?,?,?,?,?,?,34
data-network,5,5,154,10,4,1080,11,5,1,61,16801,29456,46257,74536,1837,521,1099,7,71,15462,96250,521,11,4157,66144,0.125331,15.9115,126.956,0.021113,38,7.97889,6.86653,304,7.97889,23.9033,5452,126.956,302.272,11649,126.956,634.419,2,0.042227,0.287524,1,0.021113,0.143762,16,0.257198,1.79653,1,0.021113,0.143762,1099,29986,94678,0.316716,0.03665,4538,17.1328,0.021863,4538,17.1328,0.021863,14276,36.1261,0.043727,14276,36.1261,0.021863,?,?,?,?,?,?,?,?,?,?,?,?,?,?,82,22,82,65,11,22,31,6,49,66,1.34694,27,11,11,1.34694,6,1,1.34694,4,1.41421,18,0,521,0,0,0,1,65
agricola,3,19,110,33,2,440,1,22,1,258,471496,2806,474302,1766866,511177,153,407,12,125,470473,5301513,148,1,2496,10315261,0.059295,4132.72,69697.7,0.006757,101,16.3378,18.2851,79,16.3378,13.536,1763440,69697.7,226940,2438840,55213.4,276390,22,0.148649,1.80227,20,0.135135,1.63843,45,0.304054,3.68646,20,0.135135,1.63843,397,709606,4374336,0.16222,0.000559,93726,1280.01,2810.45,95166,1280.01,2853.51,547756,5627.04,16240.6,557836,5627.04,2853.51,?,?,?,?,?,?,?,?,?,?,?,?,?,?,21228,8,23532,51,1,55,49,48,108,1555,14.3981,53,1,54,14.3981,54,17.0294,14.3981,62,18.0278,?,?,?,?,?,?,?,51
nurikabe,2,4,230,13,0,959,23,4,0,39,66595,9181,75776,2122436,111804,2779,5835,25,327,57703,1253715,2779,23,49646,3045333,0.055976,61.341,1095.84,0.008276,2765,17.8647,92.7154,403,17.8647,34.3462,579575,1095.84,15040.7,228928,1095.84,4833.89,0,0,0,2,0.016553,0.181194,0,0,0,2,0.016553,0.181194,5809,579682,3625015,0.159912,0.010021,57490,-9000,0.009481,57512,-9000,0.009481,402425,-9000,0.066369,402469,-9000,0.009481,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,240,771,3.2125,86,23,131,3.2125,92,6.7082,3.2125,18,3.4641,?,?,?,?,?,?,?,?
flashfill,5,9,25,154,1,32,1,390,1,3445,18699,10194,28893,203585,6924,1669,3347,59,124,16890,226521,1668,1,17216,319005,0.096887,18.5296,191.25,0.0006,1667,10.2938,68.9496,1395,10.2938,44.3566,69118,191.25,2093.61,9990,119.358,512.019,0,0,0,36,0.021583,0.8812,0,0,0,36,0.021583,0.8812,3345,17224,97153,0.177287,0.194206,2818,5.15536,0.073411,2818,5.15536,0.073411,12691,23.2039,0.330351,12691,23.2039,0.073411,?,?,?,?,?,?,?,?,?,?,?,?,?,?,81,11,81,24,1,8,12,8,31,83,2.67742,18,1,12,2.67742,13,2.64575,2.67742,22,4.3589,?,?,?,?,?,?,?,21
nurikabe,2,4,61,13,0,230,7,4,0,39,3790,1435,5225,52632,4471,287,637,9,81,2861,55595,287,7,4058,128936,0.070725,31.7733,449.254,0.02439,283,14.1394,32.013,103,14.1394,14.394,24932,449.254,2022.77,11012,449.254,784.109,0,0,0,2,0.048781,0.308515,0,0,0,2,0.048781,0.308515,631,24956,153892,0.162166,0.025285,2814,-9000,0.029411,2820,-9000,0.029411,17423,-9000,0.205879,17435,-9000,0.029411,968,2861,14,49,3.5,-6,0.001033,0.52911,0,0.142857,0.349927,5.330582,1.707442,118,?,?,?,?,?,?,?,?,66,174,2.63636,27,7,32,2.63636,28,3.60555,2.63636,12,2.82843,?,?,?,?,?,?,?,?
grounded-strips-caldera,2,1,0,2852,1,25,5,19896,1,118311,22686,0,22686,117615,16145,2836,5683,157,314,18676,339794,2746,5,81917,1439070,0.033522,17.5674,524.06,0.001821,2742,27.6966,114.337,2667,27.6966,90.1473,77799,524.06,3581.71,41748,412.381,2407.59,2742,1.29789,52.8948,41748,26.0335,877.724,77799,35.0171,1501.61,41748,26.0335,877.724,5503,48403,419628,0.115347,0.113691,4975,8.70897,0.009538,4975,8.70897,0.009538,56980,66.1388,346.719,56980,66.1388,0.009538,310,12146,5,19,3.8,-7,0.348387,1.175522,0,0,0,0.552024,0.1573,18,2796,84,2796,20,4,14,10,5,36,86,2.38889,18,4,14,2.38889,16,3.4641,2.38889,10,3.31662,?,?,?,?,?,?,?,22
data-network,5,5,153,10,4,670,17,5,1,61,9942,19896,29838,45605,1376,341,718,4,44,8833,54940,341,17,2139,37459,0.15942,17.5124,109.85,0.049853,44,6.27273,5.94837,214,6.27273,18.7654,4272,109.85,275.061,9088,109.85,573.646,2,0.099707,0.435284,1,0.049853,0.217642,26,0.604106,2.80738,1,0.049853,0.217642,718,17005,53464,0.318064,0.042223,3322,14.6987,0.026997,3322,14.6987,0.026997,10838,31.279,0.053994,10838,31.279,0.026997,?,?,?,?,?,?,?,?,?,?,?,?,?,?,138,34,138,90,17,34,43,5,74,137,1.85135,39,17,18,1.85135,32,4,1.85135,6,1.73205,15,0,341,0,0,0,1,91
snake,2,1,65,9,0,272,42,3,0,32,56688,2092,58780,286823,104813,333,826,3,166,55800,646505,333,42,99426,1307325,0.003349,13.1487,3925.9,0.126126,332,298.577,17.0242,332,298.577,86.4315,277186,3925.9,20324.3,200552,3925.9,14806.8,328,41.2583,108.601,1020,113.691,307.611,6104,677.991,1816.47,1020,113.691,307.611,826,332986,1640311,0.203002,0.002481,28693,338.039,6.00986,28693,338.039,6.00986,153500,1621.76,28.0005,153500,1621.76,6.00986,602,55800,9,15,1.666667,-10,0.008306,1.049409,-5,0,0.845154,5.626702,10.659086,465,25,25,25,17,5,9,9,9,60,26,0.433333,18,42,0,0.433333,5,0,0.433333,7,1,?,?,?,?,?,?,?,17
nurikabe,2,4,147,13,0,588,16,4,0,39,25750,4790,30540,586491,39312,1218,2606,18,206,21360,448432,1218,16,20746,1074478,0.05871,51.7921,882.166,0.013136,1207,17.0328,64.0815,249,17.0328,25.9909,205338,882.166,8074.92,84288,882.166,2788.47,0,0,0,2,0.026273,0.227717,0,0,0,2,0.026273,0.227717,2586,205406,1279884,0.160488,0.01259,21225,-9000,0.014315,21240,-9000,0.014315,147738,-9000,0.100205,147768,-9000,0.014315,4572,21360,26,127,4.884615,-9,0,0.507167,0,0,0,6.242979,5.179429,1056,?,?,?,?,?,?,?,?,162,538,3.32099,61,16,85,3.32099,65,6.7082,3.32099,18,3.60555,?,?,?,?,?,?,?,?
agricola,3,19,108,33,2,436,1,22,1,258,440865,2739,443604,1649677,477254,146,392,12,124,439860,4865689,141,1,2278,9279594,0.061896,4073.57,65812.7,0.007092,97,15.6454,17.6125,73,15.6454,13.0521,1650230,65812.7,216262,2206960,52137.9,254336,20,0.141844,1.67832,18,0.12766,1.51049,40,0.283688,3.35664,18,0.12766,1.51049,382,657066,3966787,0.165642,0.000581,91141,1241.24,2724.69,92501,1239.68,2766.12,533401,5593.09,15877.6,542921,5588.4,2766.12,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10348,8,10348,45,1,50,44,44,99,1289,13.0202,49,1,49,13.0202,49,15.3948,13.0202,57,16.4012,?,?,?,?,?,?,?,45
organic-synthesis-split,3,34,35,1237,1,64,57,1252,1,6310,45261,119669,164930,228557,62818,1552,3104,0,0,41371,285434,1389,57,66332,275645,0.02094,4.15554,198.449,0.041037,371,44.9928,47.0811,623,44.9928,52.6846,8509,198.449,362.498,5610,185.793,560.993,338,2.4514,15.9527,3540,3.45644,95.0564,8509,10.4176,229.894,3540,3.45644,95.0564,2778,102501,344673,0.297386,0.027102,1638,36.8974,0.656904,1638,36.8974,0.656904,5873,127.332,1.82324,5873,127.332,0.656904,?,?,?,?,?,?,?,?,?,?,?,?,?,?,54,40,54,12,8,8,5,5,66,24,0.363636,10,54,2,0.363636,8,1,0.363636,5,0,?,?,?,?,?,?,?,12
agricola,3,19,80,33,2,256,2,22,1,258,39948,1452,41400,149397,42097,100,229,7,43,39319,434311,94,2,1111,825237,0.084609,742.788,8779.12,0.021277,68,11.3404,13.6565,47,11.3404,9.41203,145962,8779.12,23657.2,197310,6863.26,28051.6,68,0.819149,7.02725,90,1.02128,9.24717,145962,1552.95,14974.5,90,1.02128,9.24717,217,59442,355715,0.167106,0.003651,9295,177.811,0.846111,9445,183.226,0.846111,50285,793.383,2.1713,51335,834.16,0.846111,?,?,?,?,?,?,?,?,?,?,?,?,?,?,367,16,432,35,2,33,26,24,69,451,6.53623,36,2,31,6.53623,28,7.87401,6.53623,33,8.544,?,?,?,?,?,?,?,35
data-network,5,5,124,10,4,886,13,5,1,61,13682,23483,37165,60123,1542,419,895,7,71,12585,78076,419,13,3236,53282,0.129481,16.4654,127.165,0.031026,30,7.72315,6.68805,237,7.72315,20.938,4373,127.165,276.823,9242,127.165,564.154,2,0.062053,0.346777,1,0.031026,0.173389,30,0.429594,2.59735,1,0.031026,0.173389,895,23964,74966,0.319665,0.037348,3454,17.061,0.024368,3454,17.061,0.024368,11026,36.3442,0.048737,11026,36.3442,0.024368,?,?,?,?,?,?,?,?,?,?,?,?,?,?,109,26,109,67,13,26,33,6,58,78,1.34483,32,13,13,1.34483,8,1,1.34483,4,1.41421,8,0,419,0,0,0,1,67
agricola,3,19,83,33,2,263,2,22,1,258,48835,1550,50385,182707,51815,110,250,7,44,48179,530797,104,2,1322,1005830,0.078669,760.84,9671.44,0.019231,74,12.2404,14.2771,51,12.2404,10.4196,177708,9671.44,27314.8,236772,7593.43,32302.5,74,0.826923,7.30443,108,1.11538,10.5605,177708,1708.92,17341.7,108,1.11538,10.5605,238,74041,439823,0.168343,0.003214,10230,204.695,0.997501,10410,207.844,0.997501,55454,902.42,2.63321,56714,928.194,0.997501,?,?,?,?,?,?,?,?,?,?,?,?,?,?,703,16,820,39,2,38,30,28,78,595,7.62821,40,2,36,7.62821,33,9.38083,7.62821,38,9.94987,?,?,?,?,?,?,?,39
snake,2,1,37,9,0,149,23,3,0,32,16327,1117,17444,81853,29648,182,449,3,91,15844,183221,182,23,29448,367730,0.00618,12.4874,2020.49,0.126374,181,161.802,8.93532,181,161.802,48.7517,78292,2020.49,7744.77,56652,2020.49,5636.29,177,22.2692,58.5519,504,51.5604,142.565,3228,336.89,907.295,504,51.5604,142.565,449,94136,461866,0.203817,0.00477,8109,176.781,4.05447,8109,176.781,4.05447,43019,845.956,18.6874,43019,845.956,4.05447,329,15844,6,11,1.833333,-6,0.015198,1.00292,-5,0,1.142081,9.067092,10.354393,198,17,17,17,11,5,9,6,6,41,28,0.682927,18,23,0,0.682927,5,0,0.682927,7,1.73205,?,?,?,?,?,?,?,11
snake,2,1,65,9,0,253,23,3,0,32,52527,1861,54388,262085,100778,314,769,3,147,51696,586289,314,23,91492,1135198,0.003432,12.4076,3615.28,0.073248,313,291.376,11.5714,313,291.376,73.1071,256940,3615.28,20048.8,173008,3615.28,13514.9,309,22.5764,80.3042,520,31.4841,116.823,5724,364.49,1320.65,520,31.4841,116.823,769,308636,1443834,0.213761,0.002492,25868,332.26,3.20645,25868,332.26,3.20645,129140,1548.49,12.8258,129140,1548.49,3.20645,545,51696,7,17,2.428571,-12,0.011009,1.232536,-5,0,1.142081,8.560179,13.001896,373,22,22,22,18,5,8,7,7,40,29,0.725,17,23,0,0.725,5,1,0.725,7,1.73205,?,?,?,?,?,?,?,18
